DOI,Authors
10.31635/ccschem.022.202202074,"Qi Fen, Yuan Hao, Chen Yuncong, Peng Xin-Xin, Wu Yanping, He Weijiang, Guo Zijian"
10.1039/c6cc04813g,"Wachter Erin, Zamora Ana, Heidary David K., Ruiz José, Glazer Edith C."
10.1039/c8cc01584h,"Shanmugaraju Sankarasekaran, la Cour Poulsen Bjørn, Arisa Tobi, Umadevi Deivasigamani, Dalton Hannah L., Hawes Chris S., Estalayo-Adrián Sandra, Savyasachi Aramballi J., Watson Graeme W., Williams D. Clive, Gunnlaugsson Thorfinnur"
10.1016/j.jinorgbio.2016.02.006,"Thangavel Saravanan, Paulpandi Manickam, Friedrich Holger B., Murugan Kadarkarai, Kalva Sukesh, Skelton Adam A."
10.1021/acsomega.9b01022,"Muralisankar Mathiyan, Dheepika Ramachandran, Haribabu Jebiti, Balachandran Chandrasekar, Aoki Shin, Bhuvanesh Nattamai S. P., Nagarajan Samuthira"
10.1016/j.bioorg.2022.105901,"Iacopini Dalila, Vančo Ján, Di Pietro Sebastiano, Bordoni Vittorio, Zacchini Stefano, Marchetti Fabio, Dvořák Zdeněk, Malina Tomáš, Biancalana Lorenzo, Trávníček Zdeněk, Di Bussolo Valeria"
10.1007/s13738-011-0031-x,"Li Beilei, Tan Lifeng, Zou Xiao-Qin"
10.1007/s00044-016-1625-8,"Thota Sreekanth, Vallala Srujana, Yerra Rajeshwar, Rodrigues Daniel Alencar, Barreiro Eliezer J."
10.3390/molecules28104051,"Drius Giacomo, Bordoni Silvia, Boga Carla, Monari Magda, Fiori Jessica, Esposito Erika, Zalambani Chiara, Pincigher Luca, Farruggia Giovanna, Calonghi Natalia, Micheletti Gabriele"
10.1080/15257770.2018.1549329,"Gopu Srinivas, Ravi kumar Vuradi, Laxma Reddy Kotha, Venkat Reddy Putta, Sirasani Satyanarayana"
10.1089/dna.2011.1307,"Liu Jin, Tan Li-Feng, Jin Lian-He, Luan Fang"
10.1016/j.poly.2019.04.065,"Skoczyńska Anna, Pasternak Beata, Małecka Magdalena, Krajewska Urszula, Mirowski Marek, Merecz-Sadowska Anna, Karwowski Bolesław T., Kusz Joachim, Budzisz Elzbieta"
10.1021/acs.organomet.5b00041,"Nikolić Stefan, Opsenica Dejan M., Filipović Vuk, Dojčinović Biljana, Aranđelović Sandra, Radulović Siniša, Grgurić-Šipka Sanja"
10.1021/ic4031359,"Rathgeb Anna, Böhm Andreas, Novak Maria S., Gavriluta Anatolie, Dömötör Orsolya, Tommasino Jean Bernard, Enyedy Éva A., Shova Sergiu, Meier Samuel, Jakupec Michael A., Luneau Dominique, Arion Vladimir B."
10.1080/00958972.2015.1062480,"Rodríguez Arce Esteban, Sarniguet Cynthia, Moraes Tania S., Vieites Marisol, Tomaz A. Isabel, Medeiros Andrea, Comini Marcelo A., Varela Javier, Cerecetto Hugo, González Mercedes, Marques Fernanda, García M. Helena, Otero Lucía, Gambino Dinorah"
10.3390/biom15030350,"Dimitrić Marković Jasmina, Dimić Dušan, Eichhorn Thomas, Milenković Dejan, Pavićević Aleksandra, Đikić Dragoslava, Živković Emilija, Čokić Vladan, Rüffer Tobias, Kaluđerović Goran N."
10.1016/j.bioorg.2020.103793,"Kavukcu Serdar Batıkan, Şahin Onur, Seda Vatansever Hafize, Kurt Feyzan Ozdal, Korkmaz Mehmet, Kendirci Remziye, Pelit Levent, Türkmen Hayati"
10.1039/c6dt03661a,"Zhao Jian, Prosser Kathleen E., Chang Stephanie W., Zakharia Shradha P., Walsby Charles J."
10.1016/j.ijbiomac.2015.09.045,"Thota Sreekanth, Vallala Srujana, Yerra Rajeshwar, Rodrigues Daniel Alencar, Raghavendra Nulgumnalli Manjunathaiah, Barreiro Eliezer J."
10.1016/j.jinorgbio.2017.12.010,"dos Santos Edjane R., Graminha Angelica E., Schultz Mario S., Correia Isabel, Selistre-de-Araújo Heloisa S., Corrêa Rodrigo S., Ellena Javier, Lacerda Elisângela de Paula S., Pessoa João Costa, Batista Alzir A."
10.1134/S0036023621030177,"Shutkov I. A., Antonets A. A., Tyurin V. Yu., Milaeva E. R., Nazarov A. A."
10.1007/s00775-018-1549-5,"Tavsan Zehra, Yaman Pelin Köse, Subasi Elif, Kayali Hulya Ayar"
10.1080/00958972.2013.788154,"Shilpa Mynam, Shobha Devi C., Nagababu Penumaka, Naveena Lavanya Latha J., Pallela Ramjee, Rao Janapala Venkateshwara, Aravind K., Satyanarayana S."
10.1016/j.jorganchem.2020.121312,"Gonchar Maria R., Matnurov Egor M., Burdina Tatiana A., Zava Oliver, Ridel Tina, Milaeva Elena R., Dyson Paul J., Nazarov Alexey A."
10.1016/j.ejmech.2014.09.041,"Zhao Xiao-Long, Li Zhen-Sheng, Zhang An-Guo, Liu Ping, Song Xiao-Mei, Wang Ke-Zhi"
10.1016/j.inoche.2024.113339,"Arul Mary S., Daniel Sheeba, Sakthivel P."
10.1021/acs.inorgchem.4c00922,"Robinette Faith N., Valentine Nathaniel P., Sehler Konrad M., Medeck Andrew M., Reynolds Keylon E., Lane Skylar N., Price Averie N., Cavanaugh Ireland G., Shell Steven M., Ashford Dennis L."
10.1002/chem.202301742,"Gandioso Albert, Izquierdo‐García Eduardo, Mesdom Pierre, Arnoux Philippe, Demeubayeva Nurikamal, Burckel Pierre, Saubaméa Bruno, Bosch Manel, Frochot Céline, Marchán Vicente, Gasser Gilles"
10.1039/d3sc03932c,"Wang Youchao, Mesdom Pierre, Purkait Kallol, Saubaméa Bruno, Burckel Pierre, Arnoux Philippe, Frochot Céline, Cariou Kevin, Rossel Thibaud, Gasser Gilles"
10.1039/d4cc04217d,"Qi Fen, Zheng Xiaoxue, Wu Yanping, Li Shumeng, Yao Shankun, He Weijiang, Chen Yuncong, Guo Zijian"
10.1021/ic5017164,"Hidayatullah Achmad N., Wachter Erin, Heidary David K., Parkin Sean, Glazer Edith C."
10.1021/acs.organomet.1c00572,"Gao Jie, Guo Lihua, Wu Yuting, Cheng Yihan, Hu Xueyan, Liu Jinfeng, Liu Zhe"
10.1002/anie.202005758,"Hanif Muhammad, Arshad Jahanzaib, Astin Jonathan W., Rana Zohaib, Zafar Ayesha, Movassaghi Sanam, Leung Euphemia, Patel Kamal, Söhnel Tilo, Reynisson Jóhannes, Sarojini Vijayalekshmi, Rosengren Rhonda J., Jamieson Stephen M. F., Hartinger Christian G."
10.1021/acs.inorgchem.8b02634,"Lam Nelson Y. S., Truong Dianna, Burmeister Hilke, Babak Maria V., Holtkamp Hannah U., Movassaghi Sanam, Ayine-Tora Daniel Moscoh, Zafar Ayesha, Kubanik Mario, Oehninger Luciano, Söhnel Tilo, Reynisson Jóhannes, Jamieson Stephen M. F., Gaiddon Christian, Ott Ingo, Hartinger Christian G."
10.1039/C9QI00811J,"Novohradsky Vojtech, Vigueras Gloria, Pracharova Jitka, Cutillas Natalia, Janiak Christoph, Kostrhunova Hana, Brabec Viktor, Ruiz Jose, Kasparkova Jana"
10.1039/c0dt00501k,"Lee Pui-Kei, Liu Hua-Wei, Yiu Shek-Man, Louie Man-Wai, Lo Kenneth Kam-Wing"
10.1016/j.jinorgbio.2022.111913,"Liu Lu, Chen Jun, Wang Meng-Meng, Huang Yuanlei, Qian Yong, Xue Xuling, Su Zhi, Liu Hong-Ke"
10.1016/j.jinorgbio.2022.111946,"Hao Jing, Liu Haimei, Wang Jiawen, Wang Xiuzhen, Huang Chunxia, Liang Lijuan, Chen Jing, Wang Yi, Liu Yunjun"
10.1016/j.jinorgbio.2022.111877,"Bose Sohini, Nguyen Hieu D., Ngo Anh H., Do Loi H."
10.1016/j.jinorgbio.2012.11.001,"Dolan Ciarán, Moriarty Roisin D., Lestini Elena, Devocelle Marc, Forster Robert J., Keyes Tia E."
10.1016/j.jinorgbio.2022.111855,"Wu Yuting, Liu Jinfeng, Shao Mingxiao, Zhang Pei, Song Shaohua, Yang Ge, Liu Xicheng, Liu Zhe"
10.1016/j.jinorgbio.2022.111868,"Li Wenlong, Wu Xiaoyu, Liu Haimei, Shi Chuanling, Yuan Yuhan, Bai Lan, Liao Xiaofei, Zhang Yuanyuan, Liu Yunjun"
10.1016/j.jinorgbio.2022.111820,"Yuan Yuhan, Shi Chuanlin, Wu Xiaoyun, Li Wenlong, Huang Chunxia, Liang Lijun, Chen Jing, Wang Yi, Liu Yunjun"
10.1016/j.jinorgbio.2022.111790,"Echevarría Igor, Zafon Elisenda, Barrabés Sílvia, Martínez María Ángeles, Ramos-Gómez Sonia, Ortega Natividad, Manzano Blanca R., Jalón Félix A., Quesada Roberto, Espino Gustavo, Massaguer Anna"
10.1016/j.jinorgbio.2021.111706,"Zhang Huiwen, Liao Xiaofei, Wu Xiaoyun, Shi Chuanling, Zhang Yuanyuan, Yuan Yuhan, Li Wenlong, Wang Jiawen, Liu Yunjun"
10.1016/j.jinorgbio.2021.111603,"Xie Fu-Li, Huang Zhi-Tong, Bai Lan, Zhu Jian-Wei, Xu Hui-Hua, Long Qing-Qin, Guo Qi-Feng, Wu Yong, Liu Si-Hong"
10.1016/j.jinorgbio.2018.12.012,"Hao Hailong, Liu Xicheng, Ge Xingxing, Zhao Yao, Tian Xue, Ren Ting, Wang Yan, Zhao Chengfeng, Liu Zhe"
10.1016/j.jinorgbio.2019.110703,"Liu Zhe, Li JuanJuan, Ge XingXing, Zhang Shumiao, Xu Zhishan, Gao Wenyuan"
10.1016/j.jinorgbio.2019.110757,"Liu Xicheng, Hao Hailong, Ge Xingxing, He Xiangdong, Liu Yifei, Wang Yan, Wang Haojie, Shao Mingxiao, Jing Zhihong, Tian Laijin, Liu Zhe"
10.1016/j.jinorgbio.2021.111622,"Zhang Yuanyuan, Fei Weidong, Zhang Huiwen, Zhou Yi, Tian Li, Hao Jing, Yuan Yuhan, Li Wenlong, Liu Yunjun"
10.1016/j.jinorgbio.2021.111580,"Zhang Yuanyuan, Zhou Yi, Zhang Huiwen, Tian Li, Hao Jing, Yuan Yuhan, Li Wenlong, Liu Yunjun"
10.1016/j.jinorgbio.2021.111550,"Zhou Yi, Bai Lan, Tian Li, Yang Linlin, Zhang Huiwen, Zhang Yuanyuan, Hao Jing, Gu Yiying, Liu Yunjun"
10.1016/j.jinorgbio.2019.110822,"Du Fan, Bai Lan, He Miao, Zhang Wen-Yao, Gu Yi-Ying, Yin Hui, Liu Yun-Jun"
10.1016/j.jinorgbio.2019.110909,"Peng Wan, Hegazy Ahmed M., Jiang Ning, Chen Xi, Qi Hua-Xin, Zhao Xu-Dong, Pu Jun, Ye Rui-Rong, Li Rong-Tao"
10.1016/j.jinorgbio.2021.111465,"Hao Jing, Zhang Huiwen, Tian Li, Yang Linlin, Zhou Yi, Zhang Yuanyuan, Liu Yunjun, Xing Degang"
10.1016/j.jinorgbio.2021.111450,"Chen Bing-Bing, Pan Nan-Lian, Liao Jia-Xin, Huang Min-Ying, Jiang Dong-Chun, Wang Jun-Jie, Qiu Hai-Jun, Chen Jia-Xi, Li Lin, Sun Jing"
10.1016/j.jinorgbio.2020.111215,"Gu Yiying, Wen Haoyu, Bai Lan, Zhou Yi, Zhang Huiwen, Tian Li, Zhang Yuanyuan, Hao Jing, Liu Yunjun"
10.1016/j.jinorgbio.2020.111014,"Bai Lan, Fei Wei-Dong, Gu Yi-Ying, He Miao, Du Fan, Zhang Wen-Yao, Yang Lin-Lin, Liu Yun-Jun"
10.1016/j.jinorgbio.2019.110976,"Li Yi, Wang Kang-Nan, He Liang, Ji Liang-Nian, Mao Zong-Wan"
10.1016/j.jinorgbio.2018.09.009,"Han Yali, Tian Zhenzhen, Zhang Shumiao, Liu Xicheng, Li Juanjuan, Li Yanru, Liu Yi, Gao Min, Liu Zhe"
10.1016/j.jinorgbio.2018.11.007,"Yang Yuliang, Guo Lihua, Ge Xingxing, Shi Shaopeng, Gong Yuteng, Xu Zhishan, Zheng Xiaofeng, Liu Zhe"
10.1002/cbic.202000511,"Liu Xicheng, Shao Mingxiao, Liang Congcong, Guo Jinghang, Wang Guangxuan, Yuan Xiang‐Ai, Jing Zhihong, Tian Laijin, Liu Zhe"
10.1002/cbic.201900268,"Liu Xicheng, He Xiangdong, Zhang Xiaojing, Wang Yongling, Liu Jiaying, Hao Xiujuan, Zhang Yue, Yuan Xiang‐Ai, Tian Laijin, Liu Zhe"
10.1002/anie.201813002,"Zhang Pingyu, Huang Huaiyi, Banerjee Samya, Clarkson Guy J., Ge Chen, Imberti Cinzia, Sadler Peter J."
10.1002/anie.202116078,"Yip Alex Man‐Hei, Lai Calvin Kin‐Ho, Yiu Ken Shek‐Man, Lo Kenneth Kam‐Wing"
10.1002/chem.201000474,"Li Steve Po‐Yam, Liu Hua‐Wei, Zhang Kenneth Yin, Lo Kenneth Kam‐Wing"
10.1002/chem.202103346,"Fan Zhongxian, Xie Jiaen, Sadhukhan Tumpa, Liang Chao, Huang Can, Li Wenqing, Li Tingxuan, Zhang Pingyu, Banerjee Samya, Raghavachari Krishnan, Huang Huaiyi"
10.1002/ange.201915828,"Kuang Shi, Liao Xinxing, Zhang Xianrui, Rees Thomas W., Guan Ruilin, Xiong Kai, Chen Yu, Ji Liangnian, Chao Hui"
10.1002/chem.201705362,"Pracharova Jitka, Vigueras Gloria, Novohradsky Vojtech, Cutillas Natalia, Janiak Christoph, Kostrhunova Hana, Kasparkova Jana, Ruiz José, Brabec Viktor"
10.1002/ange.202013987,"Wang Lili, Guan Ruilin, Xie Lina, Liao Xinxing, Xiong Kai, Rees Thomas W., Chen Yu, Ji Liangnian, Chao Hui"
10.1002/ange.202015009,"Sun Qi, Wang Yi, Fu Qiuxia, Ouyang Ai, Liu Shanshan, Wang Zhongyuan, Su Zijie, Song Jiaxing, Zhang Qianling, Zhang Pingyu, Lu Desheng"
10.1002/chem.201803521,"Laws Kristine, Eskandari Arvin, Lu Chunxin, Suntharalingam Kogularamanan"
10.1002/ange.202014959,"Yuan Hao, Han Zhong, Chen Yuncong, Qi Fen, Fang Hongbao, Guo Zijian, Zhang Shuren, He Weijiang"
10.1002/ange.202015671,"Huang Can, Liang Chao, Sadhukhan Tumpa, Banerjee Samya, Fan Zhongxian, Li Tingxuan, Zhu Zilin, Zhang Pingyu, Raghavachari Krishnan, Huang Huaiyi"
10.1002/cmdc.201900591,"Thomas Samuel J., Balónová Barbora, Cinatl Jindrich, Wass Mark N., Serpell Christopher J., Blight Barry A., Michaelis Martin"
10.1002/cmdc.202200244,"Redrado Marta, Miñana Miriam, Coogan Michael P., Concepción Gimeno M., Fernández‐Moreira Vanesa"
10.1021/jm2000932,"Liu Zhe, Habtemariam Abraha, Pizarro Ana M., Fletcher Sally A., Kisova Anna, Vrana Oldrich, Salassa Luca, Bruijnincx Pieter C. A., Clarkson Guy J., Brabec Viktor, Sadler Peter J."
10.1016/j.jorganchem.2014.04.031,"Graf Marion, Gothe Yvonne, Metzler-Nolte Nils, Czerwieniec Rafał, Sünkel Karlheinz"
10.1016/j.jorganchem.2018.07.035,"Štarha Pavel, Dvořák Zdeněk, Trávníček Zdeněk"
10.1021/jm4001665,"Cao Rui, Jia Junli, Ma Xiaochuan, Zhou Ming, Fei Hao"
10.1039/D0DT00627K,"Liu Cong, Liu Xicheng, Ge Xingxing, Wang Qinghui, Zhang Lei, Shang Wenjing, Zhang Yue, Yuan Xiang Ai, Tian Laijin, Liu Zhe, You Jinmao"
10.1021/acs.jmedchem.5b00375,"Liu Li-Juan, Lu Lihua, Zhong Hai-Jing, He Bingyong, Kwong Daniel W. J., Ma Dik-Lung, Leung Chung-Hang"
10.1016/j.jorganchem.2017.07.004,"Hong Xian-Lan, Zhou Yu-Huan, Zeng Chuan-Chuan, Wu Xiao-Chao, Liu Yun-Jun"
10.1016/j.jorganchem.2017.01.028,"Su Wei, Wang Xiaohui, Lei Xiaolin, Xiao Qi, Huang Shan, Li Peiyuan"
10.1039/D0DT00180E,"Qin Wei-Wei, Pan Zheng-Yin, Cai Dai-Hong, Li Yi, He Liang"
10.1016/j.jorganchem.2016.10.018,"A Basava Punna Rao, A Uma, T Chiranjeevi, Bethu M.S., J Venkateswara Rao, Deb Debojit Kumar, Sarkar Biplab, Kaminsky Werner, Kollipara Mohan Rao"
10.1021/acs.jmedchem.8b01704,"Cao Jian-Jun, Zheng Yue, Wu Xiao-Wen, Tan Cai-Ping, Chen Mu-He, Wu Na, Ji Liang-Nian, Mao Zong-Wan"
10.1016/j.ejmech.2022.114335,"Chen Weigang, Cai Xianhong, Sun Qiang, Guo Xinhua, Liang Chunmei, Tang Hong, Huang Heming, Luo Hui, Chen Lanmei, Chen Jincan"
10.1016/j.ejmech.2015.12.035,"Hockey Samantha C., Barbante Gregory J., Francis Paul S., Altimari Jarrad M., Yoganantharajah Prusothman, Gibert Yann, Henderson Luke C."
10.1016/j.ejmech.2017.06.038,"Song Xing-Dong, Kong Xia, He Shu-Fen, Chen Jia-Xi, Sun Jing, Chen Bing-Bing, Zhao Jin-Wu, Mao Zong-Wan"
10.1021/acs.jmedchem.9b02000,"Carrasco Ana C., Rodríguez-Fanjul Vanessa, Habtemariam Abraha, Pizarro Ana M."
10.1016/j.ejmech.2020.112192,"Meng Ting, Qin Qi-Pin, Chen Zi-Lu, Zou Hua-Hong, Wang Kai, Liang Fu-Pei"
10.1016/j.ejmech.2017.10.035,"Qin Qi-Pin, Meng Ting, Tan Ming-Xiong, Liu Yan-Cheng, Luo Xu-Jian, Zou Bi-Qun, Liang Hong"
10.1021/acsmedchemlett.9b00337,"Yang Yan, Bin Yi-Dong, Qin Qi-Pin, Luo Xu-Jian, Zou Bi-Qun, Zhang Hua-Xin"
10.1016/j.ejmech.2017.11.091,"Yi Qiao-Yan, Wan Dan, Tang Bing, Wang Yang-Jie, Zhang Wen-Yao, Du Fan, He Miao, Liu Yun-Jun"
10.1016/j.ejmech.2019.06.045,"Song Xing-Dong, Chen Bing-Bing, He Shu-Fen, Pan Nan-Lian, Liao Jia-Xin, Chen Jia-Xi, Wang Guan-Hai, Sun Jing"
10.1039/D0DT02064H,"Huang Wei, Chen Zhen, Hou Liyuan, Feng Pengju, Li Yiqun, Chen Tianfeng"
10.1016/j.ejmech.2017.12.087,"Tang Bing, Wan Dan, Wang Yang-Jie, Yi Qiao-Yan, Guo Bo-Hong, Liu Yun-Jun"
10.1016/j.ejmech.2019.06.003,"Zhang Wen-Yao, Wang Yang-Jie, Du Fan, He Miao, Gu Yi-Ying, Bai Lan, Yang Lin-Lin, Liu Yun-Jun"
10.1016/j.ejmech.2018.04.013,"Zhang Wen-Yao, Yi Qian-Yan, Wang Yang-Jie, Du Fan, He Miao, Tang Bing, Wan Dan, Liu Yun-Jun, Huang Hong-Liang"
10.1016/j.ejmech.2019.06.009,"Zhang Wen-Yao, Du Fan, He Miao, Bai Lan, Gu Yi-Ying, Yang Lin-Lin, Liu Yun-Jun"
10.1016/j.ejmech.2018.07.065,"Pérez-Arnaiz Cristina, Acuña María Isabel, Busto Natalia, Echevarría Igor, Martínez-Alonso Marta, Espino Gustavo, García Begoña, Domínguez Fernando"
10.1039/d0qi01430c,"Guan Ruilin, Xie Lina, Wang Lili, Zhou Ying, Chen Yu, Ji Liangnian, Chao Hui"
10.1039/C9DT01072F,"Yuan Bo, Liu Jiangping, Guan Ruilin, Jin Chengzhi, Ji Liangnian, Chao Hui"
10.1039/C6DT00601A,"Ye Rui-Rong, Tan Cai-Ping, Ji Liang-Nian, Mao Zong-Wan"
10.1039/c8qi00620b,"Ma Wenli, Tian Zhenzhen, Zhang Shumiao, He Xiangdong, Li JuanJuan, Xia Xiaorong, Chen Xiaobing, Liu Zhe"
10.1039/C7DT02273E,"Zheng Yue, He Liang, Zhang Dong-Yang, Tan Cai-Ping, Ji Liang-Nian, Mao Zong-Wan"
10.1039/C8DT03159B,"Zhang Yujiao, Zhang Shumiao, Tian Zhenzhen, Li Juanjuan, Xu Zhishan, Li Shanshan, Liu Zhe"
10.1039/C9QI00081J,"Li Jia, Chen Hongmin, Zeng Leli, Rees Thomas W., Xiong Kai, Chen Yu, Ji Liangnian, Chao Hui"
10.1039/C8DT00046H,"Sreedharan Sreejesh, Sinopoli Alessandro, Jarman Paul. J., Robinson Darren, Clemmet Christopher, Scattergood Paul A., Rice Craig R., Smythe Carl. G. W., Thomas James A., Elliott Paul I. P."
10.1039/c9qi01161g,"Chen Shujiao, Liu Xicheng, Ge Xingxing, Wang Qinghui, Xie Yaoqi, Hao Yingying, Zhang Ying, Zhang Lei, Shang Wenjing, Liu Zhe"
10.1039/C7DT01043E,"Ouyang Miao, Zeng Leli, Huang Huaiyi, Jin Chengzhi, Liu Jiangping, Chen Yu, Ji Liangnian, Chao Hui"
10.1039/C8DT00783G,"He Liang, Wang Kang-Nan, Zheng Yue, Cao Jian-Jun, Zhang Ming-Fang, Tan Cai-Ping, Ji Liang-Nian, Mao Zong-Wan"
10.1039/c9qi01492f,"Xu Zhishan, Yang Yuliang, Jia Xianglei, Guo Lihua, Ge Xingxing, Zhong Genshen, Chen Shujiao, Liu Zhe"
10.1021/acs.inorgchem.1c02193,"Panchangam Rajeeva Lochana, Rao Ramdas Nishanth, Balamurali Musuvathi Motilal, Hingamire Tejashri B., Shanmugam Dhanasekaran, Manickam Venkatraman, Chanda Kaushik"
10.1021/ic801818x,"Lau Jason Shing-Yip, Lee Pui-Kei, Tsang Keith Hing-Kit, Ng Cyrus Ho-Cheong, Lam Yun-Wah, Cheng Shuk-Han, Lo Kenneth Kam-Wing"
10.1021/ic902443e,"Zhang Kenneth Yin, Liu Hua-Wei, Fong Tommy Tsz-Him, Chen Xian-Guang, Lo Kenneth Kam-Wing"
10.1021/ic200607j,"Liu Zhe, Salassa Luca, Habtemariam Abraha, Pizarro Ana M., Clarkson Guy J., Sadler Peter J."
10.1021/acs.inorgchem.0c01509,"Bi Xu-Dan, Yang Rong, Zhou Yue-Chen, Chen Daomei, Li Guo-Kui, Guo Yuan-Xiao, Wang Meng-Fan, Liu Dandan, Gao Feng"
10.1021/ic201153d,"Lee Pui-Kei, Law Wendell Ho-Tin, Liu Hua-Wei, Lo Kenneth Kam-Wing"
10.1021/acs.inorgchem.9b03006,"Yang Yanjing, Guo Lihua, Ge Xingxing, Zhu Teng, Chen Wenjing, Zhou Huanxing, Zhao Liping, Liu Zhe"
10.1021/ic302219v,"Ruiz José, Vicente Consuelo, de Haro Concepción, Bautista Delia"
10.1021/acs.inorgchem.8b01656,"Yang Yuliang, Guo Lihua, Tian Zhenzhen, Gong Yuteng, Zheng Hongmei, Zhang Shumiao, Xu Zhishan, Ge Xingxing, Liu Zhe"
10.3390/molecules24173129,"Zhang Li-Xia, Gu Yi-Ying, Wang Yang-Jie, Bai Lan, Du Fan, Zhang Wen-Yao, He Miao, Liu Yun-Jun, Chen Yan-Zhong"
10.1021/jacs.1c13137,"Kuang Shi, Wei Fangmian, Karges Johannes, Ke Libing, Xiong Kai, Liao Xinxing, Gasser Gilles, Ji Liangnian, Chao Hui"
10.1021/jacs.9b07723,"Bevernaegie Robin, Doix Bastien, Bastien Estelle, Diman Aurélie, Decottignies Anabelle, Feron Olivier, Elias Benjamin"
10.1021/jacs.6b05302,"Nam Jung Seung, Kang Myeong-Gyun, Kang Juhye, Park Sun-Young, Lee Shin Jung C., Kim Hyun-Tak, Seo Jeong Kon, Kwon Oh-Hoon, Lim Mi Hee, Rhee Hyun-Woo, Kwon Tae-Hyuk"
10.1021/ja202344c,"Li Chunyan, Yu Mengxiao, Sun Yun, Wu Yongquan, Huang Chunhui, Li Fuyou"
10.1016/j.poly.2018.09.057,"Wang Yang-Jie, Yi Qiao-Yan, Zhang Wen-Yao, Du Fan, He Miao, Liu Yun-Jun"
10.1016/j.poly.2016.07.031,"Thamilarasan V., Karunakaran P., Kavitha N., Selvaraju C., Sengottuvelan N."
10.1039/C7DT03265J,"Li JuanJuan, Guo Lihua, Tian Zhenzhen, Tian Meng, Zhang Shumiao, Xu Ke, Qian Yuchuan, Liu Zhe"
10.1039/C8DT02461H,"Laha Paltan, De Umasankar, Chandra Falguni, Dehury Niranjan, Khullar Sadhika, Kim Hyung Sik, Patra Srikanta"
10.1039/C7DT00575J,"Wang Chuanlan, Liu Jinfeng, Tian Zhenzhen, Tian Meng, Tian Laijin, Zhao Wenqian, Liu Zhe"
10.1039/C7DT02477K,"Wu Na, Cao Jian-Jun, Wu Xiao-Wen, Tan Cai-Ping, Ji Liang-Nian, Mao Zong-Wan"
10.1039/C7DT01091E,Tabrizi Leila
10.1039/C2DT31654D,"Ruiz José, Rodríguez Venancio, Cutillas Natalia, Samper Katia G., Capdevila Mercè, Palacios Òscar, Espinosa Arturo"
10.1039/C7DT01015J,"Mukhopadhyay Sujay, Singh Roop Shikha, Paitandi Rajendra Prasad, Sharma Gunjan, Koch Biplob, Pandey Daya Shankar"
10.1039/C7DT01903C,"Li Yi, Liu Bing, Lu Xin-Ran, Li Meng-Feng, Ji Liang-Nian, Mao Zong-Wan"
10.1016/j.ica.2021.120735,"Vadavi Ramesh S., Bhat Satish S., S. Naveen, Revankar Vidyanand K., Gudasi K.B., Lokanath N.K., Pinjari Rahul V., Kumbar Vijay, Bhat Kishore, Butcher Ray J."
10.1016/j.ica.2019.119396,"Zhang Wen-Ying, Banerjee Samya, Imberti Cinzia, Clarkson Guy J., Wang Qian, Zhong Qian, Young Lawrence S., Romero-Canelón Isolda, Zeng Musheng, Habtemariam Abraha, Sadler Peter J."
10.1016/j.ica.2017.04.006,"Graf Marion, Gothe Yvonne, Metzler-Nolte Nils, Czerwieniec Rafał, Sünkel Karlheinz"
10.1016/j.ica.2017.07.061,"Thamilarasan V., Sethuraman V., Karunakaran P., Sethupathi M., Manisankar P., Selvaraju C., Sengottuvelan N."
10.1016/j.ica.2017.11.003,"Graf Marion, Gothe Yvonne, Siegmund Daniel, Metzler-Nolte Nils, Sünkel Karlheinz"
10.1002/ejic.201800382,"Zheng Poonnapa, Chaibuth Pawittra, Lo Wai‐Sum, Jin Weiweij, Sun Xinyang, Meksawangwong Sureemas, Punyain Wikorn, Gál Miraoslav, Gu Yanjuan, Chan Wesley Ting Kwok, Kielar Filip, Law Ga‐Lai"
10.1002/ejic.201700704,"Burgoyne Andrew R., Kaschula Catherine H., Parker M. Iqbal, Smith Gregory S."
10.1016/j.inoche.2022.109609,"Yang Yan, Wang Cheng-Ming, Cao Hui-Si, Zhou Zhen, Xie Qiu-Ji, Qin Qi-Pin, Chen Qing"
10.1016/j.inoche.2020.108012,"Zhou Yi, Bai Lan, Gu Yi-Ying, Tian Li, Yin Hui, Zhang Yuan-Yuan, Zhang Hui-Wen, Xing De-Gang, Liu Yun-Jun"
10.1016/j.inoche.2020.107854,"Chen Zhi-Lin, Zou Bi-Qun, Qin Qi-Pin, Wang Zhen-Feng, Tan Ming-Xiong, Huang Xiao-Ling, Liang Chun-Jie, Liang Hong"
10.1038/srep14544,"Lu Lihua, Liu Li-Juan, Chao Wei-chieh, Zhong Hai-Jing, Wang Modi, Chen Xiu-Ping, Lu Jin-Jian, Li Ruei-nian, Ma Dik-Lung, Leung Chung-Hang"
10.1039/C6CC08109F,"Liu Chenfu, Yang Chao, Lu Lihua, Wang Wanhe, Tan Weihong, Leung Chung-Hang, Ma Dik-Lung"
10.1016/j.dyepig.2018.08.006,"He Xiangdong, Liu Xicheng, Tang Yanhua, Du Jiuyao, Tian Meng, Xu Zhishan, Liu Xinyu, Liu Zhe"
10.1016/j.inoche.2019.107594,"Xu Jing, Bai Lan, Gu Yi-Ying, Du Fan, Zhang Wen-Yao, He Miao, Liu Yun-Jun"
10.1039/C7CC05518H,"Liu Jiangping, Jin Chengzhi, Yuan Bo, Chen Yu, Liu Xingguo, Ji Liangnian, Chao Hui"
